"ID","EnterpriseEntryID","DefinitionSetID","Entry","EntryCode","EntryName","EntryMnemonic","IsInactiveFLAG","IsEnforcedFLAG","IsCurrentFLAG","EffectiveDT","HighAge","LowAge","SexDE","DisplayName","InjuryTypeReqFLAG"
"39165","852489","0","26446","764.19","""LIGHT-FOR-DATES""WITH SIGNS OF FETAL MALNUTRITION, 2,500 + GRAMS.","764.19","0","0","1","2006-6-27T16:09:14",0,0,"0","""LIGHT-FOR-DATES""WITH SIGNS OF FETAL MALNUTRITION, 2,500 + GRAMS.","0"
"39158","852482","0","26439","764.12","""LIGHT-FOR-DATES""WITH SIGNS OF FETAL MALNUTRITION, 500-749 GRAMS.","764.12","0","0","1","2006-6-27T16:09:13",0,0,"0","""LIGHT-FOR-DATES""WITH SIGNS OF FETAL MALNUTRITION, 500-749 GRAMS.","0"
"39159","852483","0","26440","764.13","""LIGHT-FOR-DATES""WITH SIGNS OF FETAL MALNUTRITION, 750-999 GRAMS.","764.13","0","0","1","2006-6-27T16:09:13",0,0,"0","""LIGHT-FOR-DATES""WITH SIGNS OF FETAL MALNUTRITION, 750-999 GRAMS.","0"
"39157","852481","0","26438","764.11","""LIGHT-FOR-DATES""WITH SIGNS OF FETAL MALNUTRITION, LESS THAN 500 GRAMS.","764.11","0","0","1","2006-6-27T16:09:13",0,0,"0","""LIGHT-FOR-DATES""WITH SIGNS OF FETAL MALNUTRITION, LESS THAN 500 GRAMS.","0"
"39156","852480","0","26437","764.10","""LIGHT-FOR-DATES""WITH SIGNS OF FETAL MALNUTRITION, UNSPECIFIED [WEIGHT].","764.10","0","0","1","2006-6-27T16:09:13",0,0,"0","""LIGHT-FOR-DATES""WITH SIGNS OF FETAL MALNUTRITION, UNSPECIFIED [WEIGHT].","0"
"29997","843321","0","17278","495.7","""VENTILATION""PNEUMONIT","495.7","0","0","1","2006-6-27T16:48:08",0,0,"0","""VENTILATION""PNEUMONIT","0"
"31939","845263","0","19220","664.02","*1 DEG LACERAT-DEL W P/P","664.02","0","0","1","2006-6-27T15:45:22",0,0,"0","*1 DEG LACERAT-DEL W P/P","0"
"36611","849935","0","23892","948.12","*10-19% BD BRN/20-29% 3D","948.12","0","0","1","2006-6-27T16:00:32",0,0,"0","*10-19% BD BRN/20-29% 3D","0"
"36612","849936","0","23893","948.13","*10-19% BD BRN/30-39% 3D","948.13","0","0","1","2006-6-27T16:00:33",0,0,"0","*10-19% BD BRN/30-39% 3D","0"
"36613","849937","0","23894","948.14","*10-19% BD BRN/40-49% 3D","948.14","0","0","1","2006-6-27T16:00:33",0,0,"0","*10-19% BD BRN/40-49% 3D","0"
"36614","849938","0","23895","948.15","*10-19% BD BRN/50-59% 3D","948.15","0","0","1","2006-6-27T16:00:33",0,0,"0","*10-19% BD BRN/50-59% 3D","0"
"36615","849939","0","23896","948.16","*10-19% BD BRN/60-69% 3D","948.16","0","0","1","2006-6-27T16:00:33",0,0,"0","*10-19% BD BRN/60-69% 3D","0"
"36616","849940","0","23897","948.17","*10-19% BD BRN/70-79% 3D","948.17","0","0","1","2006-6-27T16:00:33",0,0,"0","*10-19% BD BRN/70-79% 3D","0"
"36617","849941","0","23898","948.18","*10-19% BD BRN/80-89% 3D","948.18","0","0","1","2006-6-27T16:00:34",0,0,"0","*10-19% BD BRN/80-89% 3D","0"
"36618","849942","0","23899","948.19","*10-19% BDY BRN/90%+ 3RD","948.19","0","0","1","2006-6-27T16:00:34",0,0,"0","*10-19% BDY BRN/90%+ 3RD","0"
"31945","845269","0","19226","664.12","*2 DEG LACERAT-DEL W P/P","664.12","0","0","1","2006-6-27T15:45:23",0,0,"0","*2 DEG LACERAT-DEL W P/P","0"
"36623","849947","0","23904","948.23","*20-29% BD BRN/30-39% 3D","948.23","0","0","1","2006-6-27T16:00:35",0,0,"0","*20-29% BD BRN/30-39% 3D","0"
"36624","849948","0","23905","948.24","*20-29% BD BRN/40-49% 3D","948.24","0","0","1","2006-6-27T16:00:35",0,0,"0","*20-29% BD BRN/40-49% 3D","0"
"36625","849949","0","23906","948.25","*20-29% BD BRN/50-59% 3D","948.25","0","0","1","2006-6-27T16:00:35",0,0,"0","*20-29% BD BRN/50-59% 3D","0"
"36626","849950","0","23907","948.26","*20-29% BD BRN/60-69% 3D","948.26","0","0","1","2006-6-27T16:00:35",0,0,"0","*20-29% BD BRN/60-69% 3D","0"
"36627","849951","0","23908","948.27","*20-29% BD BRN/70-79% 3D","948.27","0","0","1","2006-6-27T16:00:35",0,0,"0","*20-29% BD BRN/70-79% 3D","0"
"36628","849952","0","23909","948.28","*20-29% BD BRN/80-89% 3D","948.28","0","0","1","2006-6-27T16:00:36",0,0,"0","*20-29% BD BRN/80-89% 3D","0"
"36629","849953","0","23910","948.29","*20-29% BDY BRN/90%+ 3RD","948.29","0","0","1","2006-6-27T16:00:36",0,0,"0","*20-29% BDY BRN/90%+ 3RD","0"
"31951","845275","0","19232","664.22","*3 DEG LACERAT-DEL W P/P","664.22","0","0","1","2006-6-27T15:45:25",0,0,"0","*3 DEG LACERAT-DEL W P/P","0"
"36635","849959","0","23916","948.34","*30-39% BD BRN/40-49% 3D","948.34","0","0","1","2006-6-27T16:00:39",0,0,"0","*30-39% BD BRN/40-49% 3D","0"
"36636","849960","0","23917","948.35","*30-39% BD BRN/50-59% 3D","948.35","0","0","1","2006-6-27T16:00:39",0,0,"0","*30-39% BD BRN/50-59% 3D","0"
"36637","849961","0","23918","948.36","*30-39% BD BRN/60-69% 3D","948.36","0","0","1","2006-6-27T16:00:40",0,0,"0","*30-39% BD BRN/60-69% 3D","0"
"36638","849962","0","23919","948.37","*30-39% BD BRN/70-79% 3D","948.37","0","0","1","2006-6-27T16:00:40",0,0,"0","*30-39% BD BRN/70-79% 3D","0"
"36639","849963","0","23920","948.38","*30-39% BD BRN/80-89% 3D","948.38","0","0","1","2006-6-27T16:00:40",0,0,"0","*30-39% BD BRN/80-89% 3D","0"
"36640","849964","0","23921","948.39","*30-39% BDY BRN/90%+ 3RD","948.39","0","0","1","2006-6-27T16:00:40",0,0,"0","*30-39% BDY BRN/90%+ 3RD","0"
"31957","845281","0","19238","664.32","*4 DEG LACERAT-DEL W P/P","664.32","0","0","1","2006-6-27T15:45:26",0,0,"0","*4 DEG LACERAT-DEL W P/P","0"
"36647","849971","0","23928","948.45","*40-49% BD BRN/50-59% 3D","948.45","0","0","1","2006-6-27T16:00:41",0,0,"0","*40-49% BD BRN/50-59% 3D","0"
"36648","849972","0","23929","948.46","*40-49% BD BRN/60-69% 3D","948.46","0","0","1","2006-6-27T16:00:41",0,0,"0","*40-49% BD BRN/60-69% 3D","0"
"36649","849973","0","23930","948.47","*40-49% BD BRN/70-79% 3D","948.47","0","0","1","2006-6-27T16:00:42",0,0,"0","*40-49% BD BRN/70-79% 3D","0"
"36650","849974","0","23931","948.48","*40-49% BD BRN/80-89% 3D","948.48","0","0","1","2006-6-27T16:00:42",0,0,"0","*40-49% BD BRN/80-89% 3D","0"
"36651","849975","0","23932","948.49","*40-49% BDY BRN/90%+ 3RD","948.49","0","0","1","2006-6-27T16:00:42",0,0,"0","*40-49% BDY BRN/90%+ 3RD","0"
"36659","849983","0","23940","948.56","*50-59% BD BRN/60-69% 3D","948.56","0","0","1","2006-6-27T16:00:43",0,0,"0","*50-59% BD BRN/60-69% 3D","0"
"36660","849984","0","23941","948.57","*50-59% BD BRN/70-79% 3D","948.57","0","0","1","2006-6-27T16:00:44",0,0,"0","*50-59% BD BRN/70-79% 3D","0"
"36661","849985","0","23942","948.58","*50-59% BD BRN/80-89% 3D","948.58","0","0","1","2006-6-27T16:00:44",0,0,"0","*50-59% BD BRN/80-89% 3D","0"
"36662","849986","0","23943","948.59","*50-59% BDY BRN/90%+ 3RD","948.59","0","0","1","2006-6-27T16:00:44",0,0,"0","*50-59% BDY BRN/90%+ 3RD","0"
"36671","849995","0","23952","948.67","*60-69% BD BRN/70-79% 3D","948.67","0","0","1","2006-6-27T16:00:46",0,0,"0","*60-69% BD BRN/70-79% 3D","0"
"36672","849996","0","23953","948.68","*60-69% BD BRN/80-89% 3D","948.68","0","0","1","2006-6-27T16:00:46",0,0,"0","*60-69% BD BRN/80-89% 3D","0"
"36673","849997","0","23954","948.69","*60-69% BDY BRN/90%+ 3RD","948.69","0","0","1","2006-6-27T16:00:46",0,0,"0","*60-69% BDY BRN/90%+ 3RD","0"
"36683","850007","0","23964","948.78","*70-79% BD BRN/80-89% 3D","948.78","0","0","1","2006-6-27T16:00:48",0,0,"0","*70-79% BD BRN/80-89% 3D","0"
"36684","850008","0","23965","948.79","*70-79% BDY BRN/90%+ 3RD","948.79","0","0","1","2006-6-27T16:00:48",0,0,"0","*70-79% BDY BRN/90%+ 3RD","0"
"36695","850019","0","23976","948.89","*80-89% BDY BRN/90%+ 3RD","948.89","0","0","1","2006-6-27T16:00:50",0,0,"0","*80-89% BDY BRN/90%+ 3RD","0"
"31775","845099","0","19056","660.24","*ABN PEL TIS OBST-POSTPA","660.24","0","0","1","2006-6-27T15:44:51",0,0,"0","*ABN PEL TIS OBST-POSTPA","0"
"31852","845176","0","19133","661.92","*ABNORM LABOR-DEL W P/P","661.92","0","0","1","2006-6-27T15:45:06",0,0,"0","*ABNORM LABOR-DEL W P/P","0"
"31854","845178","0","19135","661.94","*ABNORMAL LABOR-POSTPART","661.94","0","0","1","2006-6-27T15:45:06",0,0,"0","*ABNORMAL LABOR-POSTPART","0"
"31615","844939","0","18896","656.22","*ABO ISOIMMUN-DEL W P/P","656.22","0","0","1","2006-6-27T15:44:21",0,0,"0","*ABO ISOIMMUN-DEL W P/P","0"
"31617","844941","0","18898","656.24","*ABO ISOIMMUN-POSTPART","656.24","0","0","1","2006-6-27T15:44:22",0,0,"0","*ABO ISOIMMUN-POSTPART","0"
"32137","845461","0","19418","669.33","*AC REN FAIL W DEL-ANTEP","669.33","0","0","1","2006-6-27T15:46:00",0,0,"0","*AC REN FAIL W DEL-ANTEP","0"
"32135","845459","0","19416","669.31","*AC RENAL FAILURE-DELIV","669.31","0","0","1","2006-6-27T15:46:00",0,0,"0","*AC RENAL FAILURE-DELIV","0"
"31699","845023","0","18980","658.82","*AMNION PROB NEC-DEL P/P","658.82","0","0","1","2006-6-27T15:44:37",0,0,"0","*AMNION PROB NEC-DEL P/P","0"
"31705","845029","0","18986","658.92","*AMNION PROB NOS-DEL P/P","658.92","0","0","1","2006-6-27T15:44:38",0,0,"0","*AMNION PROB NOS-DEL P/P","0"
"31693","845017","0","18974","658.42","*AMNIOTIC INF-DEL W P/P","658.42","0","0","1","2006-6-27T15:44:36",0,0,"0","*AMNIOTIC INF-DEL W P/P","0"
"31695","845019","0","18976","658.44","*AMNIOTIC INFECT-POSTPAR","658.44","0","0","1","2006-6-27T15:44:36",0,0,"0","*AMNIOTIC INFECT-POSTPAR","0"
"31701","845025","0","18982","658.84","*AMNIOTIC PROB NEC-P/P","658.84","0","0","1","2006-6-27T15:44:37",0,0,"0","*AMNIOTIC PROB NEC-P/P","0"
"31707","845031","0","18988","658.94","*AMNIOTIC PROB NOS-P/P","658.94","0","0","1","2006-6-27T15:44:38",0,0,"0","*AMNIOTIC PROB NOS-P/P","0"
"38121","851445","0","25402","E827.1","*ANIM DRWN VEH-PED CYCL","E827.1","0","0","1","2006-6-27T16:05:47",0,0,"0","*ANIM DRWN VEH-PED CYCL","0"
"31030","844354","0","18311","641.32","*ANT HEM/COAG DF-DEL P/P","641.32","0","0","1","2006-6-27T15:42:16",0,0,"0","*ANT HEM/COAG DF-DEL P/P","0"
"31036","844360","0","18317","641.82","*ANTEP HEM NEC-DEL W P/P","641.82","0","0","1","2006-6-27T15:42:17",0,0,"0","*ANTEP HEM NEC-DEL W P/P","0"
"31042","844366","0","18323","641.92","*ANTEP HEM NOS-DEL W P/P","641.92","0","0","1","2006-6-27T15:42:19",0,0,"0","*ANTEP HEM NOS-DEL W P/P","0"
"31032","844356","0","18313","641.34","*ANTEPA HEM/COAG DEF-P/P","641.34","0","0","1","2006-6-27T15:42:17",0,0,"0","*ANTEPA HEM/COAG DEF-P/P","0"
"31038","844362","0","18319","641.84","*ANTEPAR HEM NEC-POSTPAR","641.84","0","0","1","2006-6-27T15:42:18",0,0,"0","*ANTEPAR HEM NEC-POSTPAR","0"
"31044","844368","0","18325","641.94","*ANTEPAR HEM NOS-POSTPAR","641.94","0","0","1","2006-6-27T15:42:19",0,0,"0","*ANTEPAR HEM NOS-POSTPAR","0"
"32834","846158","0","20115","718.06","*ARTIC CARTIL DIS-L/LEG","718.06","0","0","1","2006-6-27T15:48:28",0,0,"0","*ARTIC CARTIL DIS-L/LEG","0"
"31687","845011","0","18968","658.32","*ARTIF RUPT MEMB-DEL P/P","658.32","0","0","1","2006-6-27T15:44:35",0,0,"0","*ARTIF RUPT MEMB-DEL P/P","0"
"31689","845013","0","18970","658.34","*ARTIF RUPT MEMB-POSTPAR","658.34","0","0","1","2006-6-27T15:44:35",0,0,"0","*ARTIF RUPT MEMB-POSTPAR","0"
"36599","849923","0","23880","948.01","*BDY BRN < 10%/10-19% 3D","948.01","0","0","1","2006-6-27T16:00:30",0,0,"0","*BDY BRN < 10%/10-19% 3D","0"
"36600","849924","0","23881","948.02","*BDY BRN < 10%/20-29% 3D","948.02","0","0","1","2006-6-27T16:00:30",0,0,"0","*BDY BRN < 10%/20-29% 3D","0"
"36601","849925","0","23882","948.03","*BDY BRN < 10%/30-39% 3D","948.03","0","0","1","2006-6-27T16:00:31",0,0,"0","*BDY BRN < 10%/30-39% 3D","0"
"36602","849926","0","23883","948.04","*BDY BRN < 10%/40-49% 3D","948.04","0","0","1","2006-6-27T16:00:31",0,0,"0","*BDY BRN < 10%/40-49% 3D","0"
"36603","849927","0","23884","948.05","*BDY BRN < 10%/50-59% 3D","948.05","0","0","1","2006-6-27T16:00:31",0,0,"0","*BDY BRN < 10%/50-59% 3D","0"
"36604","849928","0","23885","948.06","*BDY BRN < 10%/60-69% 3D","948.06","0","0","1","2006-6-27T16:00:31",0,0,"0","*BDY BRN < 10%/60-69% 3D","0"
"36605","849929","0","23886","948.07","*BDY BRN < 10%/70-79% 3D","948.07","0","0","1","2006-6-27T16:00:31",0,0,"0","*BDY BRN < 10%/70-79% 3D","0"
"36606","849930","0","23887","948.08","*BDY BRN < 10%/80-89% 3D","948.08","0","0","1","2006-6-27T16:00:32",0,0,"0","*BDY BRN < 10%/80-89% 3D","0"
"36607","849931","0","23888","948.09","*BDY BRN < 10%/90%+ 3RD","948.09","0","0","1","2006-6-27T16:00:32",0,0,"0","*BDY BRN < 10%/90%+ 3RD","0"
"31767","845091","0","19048","660.12","*BONY PEL OBST-DEL W P/P","660.12","0","0","1","2006-6-27T15:44:49",0,0,"0","*BONY PEL OBST-DEL W P/P","0"
"31769","845093","0","19050","660.14","*BONY PELV OBSTR-POSTPAR","660.14","0","0","1","2006-6-27T15:44:50",0,0,"0","*BONY PELV OBSTR-POSTPAR","0"
"32155","845479","0","19436","669.63","*BREECH EXTR NOS-ANTEPAR","669.63","0","0","1","2006-6-27T15:46:04",0,0,"0","*BREECH EXTR NOS-ANTEPAR","0"
"32156","845480","0","19437","669.64","*BREECH EXTR NOS-POSTPAR","669.64","0","0","1","2006-6-27T15:46:04",0,0,"0","*BREECH EXTR NOS-POSTPAR","0"
"32154","845478","0","19435","669.62","*BREECH EXTRAC-DEL W P/P","669.62","0","0","1","2006-6-27T15:46:04",0,0,"0","*BREECH EXTRAC-DEL W P/P","0"
"31377","844701","0","18658","652.22","*BREECH PRESEN-DEL W P/P","652.22","0","0","1","2006-6-27T15:43:34",0,0,"0","*BREECH PRESEN-DEL W P/P","0"
"31379","844703","0","18660","652.24","*BREECH PRESENT-POSTPART","652.24","0","0","1","2006-6-27T15:43:34",0,0,"0","*BREECH PRESENT-POSTPART","0"
"32160","845484","0","19441","669.72","*C-SECT DELIV NOS-W P/P","669.72","0","0","1","2006-6-27T15:46:05",0,0,"0","*C-SECT DELIV NOS-W P/P","0"
"31371","844695","0","18652","652.12","*CEPH VERS NOS-DEL W P/P","652.12","0","0","1","2006-6-27T15:43:33",0,0,"0","*CEPH VERS NOS-DEL W P/P","0"
"31373","844697","0","18654","652.14","*CEPHAL VERS NOS-POSTPAR","652.14","0","0","1","2006-6-27T15:43:33",0,0,"0","*CEPHAL VERS NOS-POSTPAR","0"
"32161","845485","0","19442","669.73","*CESAR DELIV NOS-ANTEPAR","669.73","0","0","1","2006-6-27T15:46:05",0,0,"0","*CESAR DELIV NOS-ANTEPAR","0"
"32162","845486","0","19443","669.74","*CESAREAN DELIV NOS-P/P","669.74","0","0","1","2006-6-27T15:46:05",0,0,"0","*CESAREAN DELIV NOS-P/P","0"
"31748","845072","0","19029","659.82","*COMP LABOR NEC-DEL P/P","659.82","0","0","1","2006-6-27T15:44:46",0,0,"0","*COMP LABOR NEC-DEL P/P","0"
"31754","845078","0","19035","659.92","*COMP LABOR NOS-DEL P/P","659.92","0","0","1","2006-6-27T15:44:47",0,0,"0","*COMP LABOR NOS-DEL P/P","0"
"31750","845074","0","19031","659.84","*COMPLIC LABOR NEC-P/P","659.84","0","0","1","2006-6-27T15:44:46",0,0,"0","*COMPLIC LABOR NEC-P/P","0"
"31756","845080","0","19037","659.94","*COMPLIC LABOR NOS-P/P","659.94","0","0","1","2006-6-27T15:44:47",0,0,"0","*COMPLIC LABOR NOS-P/P","0"
"31434","844758","0","18715","653.14","*CONTRAC PEL NOS-POSTPAR","653.14","0","0","1","2006-6-27T15:43:44",0,0,"0","*CONTRAC PEL NOS-POSTPAR","0"
"31432","844756","0","18713","653.12","*CONTRAC PELV-DEL W P/P","653.12","0","0","1","2006-6-27T15:43:44",0,0,"0","*CONTRAC PELV-DEL W P/P","0"
"31892","845216","0","19173","663.14","*CORD AROUND NECK-P/P","663.14","0","0","1","2006-6-27T15:45:13",0,0,"0","*CORD AROUND NECK-P/P","0"
"31926","845250","0","19207","663.82","*CORD COMP NEC-DEL W P/P","663.82","0","0","1","2006-6-27T15:45:20",0,0,"0","*CORD COMP NEC-DEL W P/P","0"
"31932","845256","0","19213","663.92","*CORD COMP NOS-DEL W P/P","663.92","0","0","1","2006-6-27T15:45:21",0,0,"0","*CORD COMP NOS-DEL W P/P","0"
"31928","845252","0","19209","663.84","*CORD COMPL NEC-POSTPART","663.84","0","0","1","2006-6-27T15:45:20",0,0,"0","*CORD COMPL NEC-POSTPART","0"
"31934","845258","0","19215","663.94","*CORD COMPL NOS-POSTPART","663.94","0","0","1","2006-6-27T15:45:21",0,0,"0","*CORD COMPL NOS-POSTPART","0"
"31896","845220","0","19177","663.22","*CORD COMPR NEC-DEL P/P","663.22","0","0","1","2006-6-27T15:45:14",0,0,"0","*CORD COMPR NEC-DEL P/P","0"
"31898","845222","0","19179","663.24","*CORD COMPRESS NEC-P/P","663.24","0","0","1","2006-6-27T15:45:15",0,0,"0","*CORD COMPRESS NEC-P/P","0"
"31902","845226","0","19183","663.32","*CORD ENTANG NEC-DEL P/P","663.32","0","0","1","2006-6-27T15:45:16",0,0,"0","*CORD ENTANG NEC-DEL P/P","0"
"31904","845228","0","19185","663.34","*CORD ENTANGLE NEC-P/P","663.34","0","0","1","2006-6-27T15:45:16",0,0,"0","*CORD ENTANGLE NEC-P/P","0"
"31884","845208","0","19165","663.02","*CORD PROLAPSE-DEL W P/P","663.02","0","0","1","2006-6-27T15:45:12",0,0,"0","*CORD PROLAPSE-DEL W P/P","0"
"31886","845210","0","19167","663.04","*CORD PROLAPSE-POSTPART","663.04","0","0","1","2006-6-27T15:45:12",0,0,"0","*CORD PROLAPSE-POSTPART","0"
"31890","845214","0","19171","663.12","*CORD ROUND NECK-DEL P/P","663.12","0","0","1","2006-6-27T15:45:13",0,0,"0","*CORD ROUND NECK-DEL P/P","0"
"32024","845348","0","19305","665.62","*DAMG PELV JT-DEL W P/P","665.62","0","0","1","2006-6-27T15:45:39",0,0,"0","*DAMG PELV JT-DEL W P/P","0"
"32025","845349","0","19306","665.63","*DAMG PELVIC JT-ANTEPART","665.63","0","0","1","2006-6-27T15:45:39",0,0,"0","*DAMG PELVIC JT-ANTEPART","0"
"32208","845532","0","19489","671.41","*DEEP THROM POSTPA-DELIV","671.41","0","0","1","2006-6-27T15:46:14",0,0,"0","*DEEP THROM POSTPA-DELIV","0"
"31940","845264","0","19221","664.03","*DEL W 1 DEG LAC-ANTEPAR","664.03","0","0","1","2006-6-27T15:45:22",0,0,"0","*DEL W 1 DEG LAC-ANTEPAR","0"
"31946","845270","0","19227","664.13","*DEL W 2 DEG LAC-ANTEPAR","664.13","0","0","1","2006-6-27T15:45:24",0,0,"0","*DEL W 2 DEG LAC-ANTEPAR","0"
"31952","845276","0","19233","664.23","*DEL W 3 DEG LAC-ANTEPAR","664.23","0","0","1","2006-6-27T15:45:25",0,0,"0","*DEL W 3 DEG LAC-ANTEPAR","0"
"31958","845282","0","19239","664.33","*DEL W 4 DEG LAC-ANTEPAR","664.33","0","0","1","2006-6-27T15:45:26",0,0,"0","*DEL W 4 DEG LAC-ANTEPAR","0"
"31877","845201","0","19158","662.32","*DELAY DEL 2 TWN-DEL P/P","662.32","0","0","1","2006-6-27T15:45:10",0,0,"0","*DELAY DEL 2 TWN-DEL P/P","0"
"31879","845203","0","19160","662.34","*DELAY DEL 2ND TWIN-P/P","662.34","0","0","1","2006-6-27T15:45:11",0,0,"0","*DELAY DEL 2ND TWIN-P/P","0"
"32062","845386","0","19343","666.23","*DELAY P/PART HEM-ANTEPA","666.23","0","0","1","2006-6-27T15:45:46",0,0,"0","*DELAY P/PART HEM-ANTEPA","0"
"32060","845384","0","19341","666.21","*DELAY P/PART HEM-DELIV","666.21","0","0","1","2006-6-27T15:45:45",0,0,"0","*DELAY P/PART HEM-DELIV","0"
"33008","846332","0","20289","719.73","*DIFFICULT WALK-FOREARM","719.73","0","0","1","2006-6-27T15:49:09",0,0,"0","*DIFFICULT WALK-FOREARM","0"
"33009","846333","0","20290","719.74","*DIFFICULT WALK-HAND","719.74","0","0","1","2006-6-27T15:49:09",0,0,"0","*DIFFICULT WALK-HAND","0"
"33006","846330","0","20287","719.71","*DIFFICULT WALK-SHOULDER","719.71","0","0","1","2006-6-27T15:49:09",0,0,"0","*DIFFICULT WALK-SHOULDER","0"
"33007","846331","0","20288","719.72","*DIFFICULT WALK-UP/ARM","719.72","0","0","1","2006-6-27T15:49:09",0,0,"0","*DIFFICULT WALK-UP/ARM","0"
"31474","844798","0","18755","653.82","*DISPROPOR NEC-DEL W P/P","653.82","0","0","1","2006-6-27T15:43:52",0,0,"0","*DISPROPOR NEC-DEL W P/P","0"
"31476","844800","0","18757","653.84","*DISPROPOR NEC-POSTPART","653.84","0","0","1","2006-6-27T15:43:52",0,0,"0","*DISPROPOR NEC-POSTPART","0"
"31480","844804","0","18761","653.92","*DISPROPOR NOS-DEL W P/P","653.92","0","0","1","2006-6-27T15:43:53",0,0,"0","*DISPROPOR NOS-DEL W P/P","0"
